id,name,lat,lon,cuisine,avg_rating,prep_capacity,manager_contact
1368,Fresh Corner,12.971718,77.585939,North Indian,3.5,8,+91-723087728
1369,Cloud Corner,12.986983,77.596895,Italian,3.1,15,+91-927801051
1370,Bombay Bites,12.96504,77.580561,Healthy Bowls,3.0,15,+91-867958238
1371,Wok Express,12.960526,77.580625,Beverages,3.2,4,+91-921385328
1372,Tandoor Junction,12.980061,77.585377,South Indian,4.3,6,+91-781251601
1373,Wok Box,12.985999,77.608426,Healthy Bowls,4.7,6,+91-970271621
1374,Daily Cafe,12.969196,77.59815,Fast Food,4.1,15,+91-860402263
1375,Urban Eats,12.980322,77.593476,Healthy Bowls,4.3,4,+91-985170631
1376,Fresh Plate,12.970938,77.607699,Chinese,,6,
1377,Fresh Diner,12.984656,77.594869,South Indian,4.0,8,+91-728277763
1378,Bombay Eats,12.9821,77.580009,Italian,4.5,15,+91-966656310
1379,Hot Bistro,12.978669,77.596095,Biryani,4.2,20,
1380,Spice Eats,12.956474,77.599876,North Indian,3.1,15,
1381,Urban Cafe,12.961694,77.609099,Continental,2.9,15,+91-851989214
1382,Wok Diner,12.967729,77.582285,Fast Food,3.3,4,+91-773992105
1383,Daily House,12.96479,77.595311,Chinese,4.4,12,+91-978067673
1384,Fresh Kitchen,12.96951,77.57944,North Indian,4.7,10,+91-746920520
1385,Fresh House,12.972561,77.591566,Italian,4.5,12,+91-851624456
1386,Madras Plate,12.981891,77.603724,North Indian,2.9,10,+91-784928707
1387,Spice Bistro,12.970321,77.589962,Healthy Bowls,4.8,20,
1388,Urban Eats,12.96417,77.580104,Bakery & Desserts,3.9,12,+91-744716975
1389,Namma Cafe,12.986389,77.599201,Beverages,3.3,6,+91-963647995
1390,Urban Express,12.96417,77.583556,Bakery & Desserts,3.4,6,+91-864712677
1391,Wok Junction,12.965123,77.579263,Chinese,4.3,12,+91-821028439
1392,Madras Corner,12.970383,77.579905,Bakery & Desserts,4.8,8,
1393,Cloud Bowl,12.968505,77.585931,Biryani,3.2,6,
1394,Madras Bistro,12.958307,77.590673,Fast Food,3.9,20,
1395,Curry Diner,12.962828,77.582087,Continental,4.5,8,+91-718258427
1396,Green Hub,12.977158,77.589478,North Indian,3.4,6,+91-836082385
1397,Royal Box,12.982113,77.586847,South Indian,3.3,6,+91-880626900
1398,Urban Diner,12.970526,77.606715,North Indian,3.2,12,+91-964357442
1399,Spice Box,12.976209,77.610582,Bakery & Desserts,4.3,4,+91-862256420
1400,Garden Junction,12.95865,77.609344,Continental,3.9,0,+91-913945762
1401,Madras House,12.974355,77.589307,Continental,4.1,4,+91-776753409
1402,Fresh House,12.964044,77.587677,Bakery & Desserts,4.7,15,+91-917777252
1403,Daily House,12.95804,77.597918,Continental,4.0,4,+91-856030008
1404,Daily Junction,12.982418,77.59737,Italian,4.3,6,
1405,Madras House,12.970041,77.589326,South Indian,2.9,15,+91-815751690
1406,Daily Bistro,12.982147,77.598775,Biryani,4.8,10,
1407,Tandoor Junction,12.977798,77.582328,North Indian,4.8,20,+91-863395880
1408,Garden Bistro,12.983905,77.581428,North Indian,4.2,4,
1409,Wok Bowl,12.961216,77.585595,Biryani,,10,+91-894071070
1410,Namma Hub,12.982718,77.592183,Chinese,4.9,20,
1411,Spice Bistro,12.963347,77.607284,Continental,4.4,8,+91-780948559
1412,Curry Hub,12.959968,77.580076,Biryani,3.1,4,+91-716374169
1413,Fresh Plate,12.971837,77.610382,South Indian,3.4,6,+91-888235393
1414,Fresh Plate,12.981434,77.591491,Healthy Bowls,4.1,20,+91-749783700
1415,Daily Treats,12.982169,77.599136,Beverages,3.9,6,+91-743312949
1416,Green Kitchen,12.960302,77.596691,Continental,4.0,20,+91-924543144
1417,Garden Bites,12.961519,77.603571,Fast Food,4.4,10,+91-893512668
1418,Bombay Express,12.97799,77.610281,Bakery & Desserts,3.8,10,+91-738978527
1419,Hot Bites,12.965504,77.608777,Continental,3.5,15,+91-728592250
1420,Spice Eats,12.976632,77.596557,Fast Food,4.7,10,
1421,Royal Kitchen,12.977845,77.59812,Continental,4.4,10,+91-898706994
1422,Madras Treats,12.964113,77.603675,Bakery & Desserts,4.1,20,+91-929557879
1423,Royal Treats,12.980128,77.604431,Biryani,4.4,8,+91-942292892
1424,Garden Diner,12.974404,77.603341,Fast Food,2.9,4,+91-910874204
1425,Fresh Junction,12.976967,77.595045,Bakery & Desserts,,4,+91-920073945
1426,Fresh Bowl,12.958199,77.584787,North Indian,,4,+91-949330435
1427,Hot Bowl,12.975756,77.580941,North Indian,4.4,20,+91-896177608
1428,Hot Bowl,12.968756,77.583197,Italian,3.4,10,+91-970267126
1429,Daily Eats,12.983934,77.601833,Bakery & Desserts,4.1,0,+91-776047752
1430,Wok Junction,12.9788,77.605032,North Indian,4.0,12,
1431,Green House,12.98557,77.600188,Italian,3.8,4,+91-732984583
1432,Madras House,12.962084,77.607906,Beverages,3.0,4,+91-723644112
1433,Madras House,12.958115,77.583828,Italian,3.3,12,+91-786965229
1434,Curry Bites,12.986846,77.590631,Beverages,,15,+91-732641668
1435,Tandoor Eats,12.983266,77.588937,Bakery & Desserts,2.9,20,+91-970631334
1436,Urban Junction,12.962156,77.586604,Beverages,4.7,10,+91-920090296
1437,Urban Box,12.956048,77.583767,Beverages,4.0,20,+91-833034395
1438,Garden Cafe,12.973921,77.589484,Healthy Bowls,4.4,20,+91-979162437
1439,Royal Junction,12.961271,77.600409,North Indian,4.0,10,+91-783094754
1440,Cloud Box,12.978614,77.592318,South Indian,4.3,10,+91-729668825
1441,Daily Kitchen,12.983123,77.579095,Bakery & Desserts,3.0,20,+91-731369764
1442,Garden Hub,12.958358,77.591187,Biryani,,8,
1443,Hot House,12.964077,77.596822,Continental,4.8,4,+91-889748303
1444,Namma Bistro,12.986157,77.596441,Fast Food,4.1,12,
1445,Spice Eats,12.960667,77.60715,Biryani,4.8,15,+91-790292116
1446,Green Hub,12.978536,77.586625,Chinese,4.1,20,+91-721276185
1447,Namma Diner,12.964674,77.59306,Beverages,4.4,4,+91-941578870
1448,Madras Cafe,12.984246,77.591453,Italian,4.8,0,+91-861062905
1449,Urban Plate,12.980568,77.609433,Beverages,3.9,10,+91-877888064
1450,Garden Eats,12.971511,77.605656,Chinese,4.0,10,+91-880382000
1451,Cloud Hub,12.955621,77.599194,Italian,4.3,4,+91-861128792
1452,Bombay Treats,12.978886,77.58922,North Indian,,4,+91-755987219
1453,Tandoor Box,12.982879,77.587186,Continental,4.0,6,+91-995671339
1454,Cloud Diner,12.963492,77.609052,Healthy Bowls,4.5,20,+91-723838198
1455,Urban Hub,12.966486,77.583861,Biryani,4.4,15,+91-862220968
1456,Madras Treats,12.960966,77.597014,Italian,3.3,12,
1457,Urban Diner,12.983134,77.608667,Bakery & Desserts,2.9,15,+91-753537057
1458,Bombay Bistro,12.9561,77.588854,Fast Food,3.3,6,+91-787438875
1459,Wok Cafe,12.957984,77.605237,Healthy Bowls,2.9,12,+91-921544089
1460,Green House,12.982434,77.585326,Biryani,3.0,20,+91-893131712
1461,Bombay Plate,12.983955,77.604761,Continental,4.5,10,+91-830090581
1462,Urban Corner,12.977908,77.599186,South Indian,,8,+91-989421300
1463,Fresh Plate,12.972359,77.596568,Chinese,2.8,8,+91-863981512
1464,Royal Diner,12.960809,77.582979,Bakery & Desserts,4.8,20,+91-882331933
1465,Tandoor Express,12.96975,77.588157,Beverages,3.9,15,+91-788963137
1466,Garden Bowl,12.969103,77.590239,Healthy Bowls,3.9,8,+91-767459585
1467,Wok Eats,12.987132,77.579413,North Indian,2.9,20,+91-919764093
1468,Wok Eats,12.986271,77.582796,South Indian,4.6,4,+91-737392666
1469,Hot Express,12.975869,77.592222,South Indian,3.4,12,+91-775851164
1470,Hot Box,12.96021,77.609419,Italian,4.7,20,+91-910854347
1471,Hot Plate,12.959752,77.605671,Chinese,3.4,4,+91-724208449
1472,Urban Express,12.979185,77.584694,Italian,4.6,0,+91-917916764
1473,Urban Diner,12.967669,77.57886,Italian,3.8,6,
1474,Namma Plate,12.960882,77.593693,South Indian,3.2,6,+91-758746187
1475,Tandoor Junction,12.973585,77.5871,Chinese,4.8,8,+91-770877575
1476,Curry Plate,12.967837,77.599646,South Indian,4.0,6,+91-918498926
1477,Bombay Bistro,12.970229,77.585482,Italian,4.2,6,+91-930829470
1478,Fresh Bites,12.974053,77.59674,Bakery & Desserts,4.8,15,+91-995947330
1479,Tandoor Bites,12.965302,77.5963,Chinese,3.6,6,+91-884617558
1480,Urban Cafe,12.98567,77.587137,Beverages,4.7,6,+91-986644190
1481,Fresh Bistro,12.966244,77.606294,Beverages,4.3,6,+91-768894202
1482,Bombay House,12.955686,77.596873,Chinese,,6,+91-825101251
1483,Garden Bowl,12.962456,77.601253,Chinese,4.0,12,+91-928081314
1484,Daily Plate,12.980983,77.591308,North Indian,3.2,4,+91-772492044
1485,Fresh Cafe,12.972196,77.594789,Biryani,4.3,15,+91-941782201
1486,Spice Bistro,12.975998,77.591219,North Indian,3.4,8,
1487,Royal House,12.973925,77.604016,Beverages,,20,+91-722558651
1488,Fresh Express,12.956331,77.583375,Healthy Bowls,4.2,4,+91-778636393
1489,Curry Box,12.961771,77.598187,North Indian,4.9,4,
1490,Spice Hub,12.986557,77.583246,Chinese,3.0,6,+91-865044235
1491,Spice House,12.97053,77.599726,Healthy Bowls,4.2,4,
1492,Hot Kitchen,12.961383,77.582471,Beverages,3.5,15,+91-993614156
1493,Green Treats,12.979497,77.585451,Italian,3.5,0,+91-799274089
1494,Urban Express,12.98156,77.603453,Fast Food,3.0,4,+91-955252261
1495,Royal Express,12.983115,77.597046,Chinese,3.6,4,+91-856972893
1496,Urban Bistro,12.97869,77.605469,North Indian,3.3,15,+91-776646894
1497,Curry Cafe,12.981952,77.603444,South Indian,3.2,8,+91-938455850
1498,Urban Box,12.982683,77.586899,Chinese,,10,+91-974331966
1499,Spice Express,12.962986,77.594435,Healthy Bowls,3.7,15,+91-965343491
1500,Green Diner,12.962902,77.582647,South Indian,3.3,20,+91-939774445
1501,Spice Bites,12.978038,77.606327,North Indian,4.1,10,+91-859468104
1502,Fresh House,12.969142,77.603779,Biryani,4.2,8,+91-943726394
1503,Garden Bistro,12.970946,77.582006,Fast Food,2.8,4,+91-726460035
1504,Wok Plate,12.956839,77.579453,Bakery & Desserts,3.0,10,+91-879293917
1505,Urban Bistro,12.956964,77.57902,Biryani,3.1,4,+91-972203922
1506,Madras Cafe,12.958302,77.594868,South Indian,3.8,6,+91-858468857
1507,Bombay Corner,12.986639,77.609124,Italian,3.2,200,+91-780883378
1508,Hot Junction,12.977244,77.592898,Healthy Bowls,2.9,4,+91-991465153
1509,Wok Cafe,12.968483,77.604923,Fast Food,4.7,10,+91-742285783
1510,Bombay Kitchen,12.982182,77.600983,North Indian,,8,+91-894132724
1511,Daily House,12.974458,77.602763,North Indian,3.8,10,
1512,Namma Bistro,12.976563,77.597338,Continental,,15,+91-746179228
1513,Cloud Plate,12.973973,77.588682,South Indian,3.2,8,+91-896783043
1514,Wok Box,12.982164,77.604895,Bakery & Desserts,3.9,10,+91-768923910
1515,Madras Treats,12.977525,77.604637,Continental,3.0,10,+91-975098469
1516,Curry Eats,12.970957,77.587118,Chinese,3.7,6,+91-748803134
1517,Fresh Cafe,12.974252,77.607783,North Indian,,20,+91-728732310
1518,Namma Cafe,12.956442,77.593553,Continental,3.0,10,+91-994667848
1519,Urban Eats,12.981304,77.598689,Continental,4.5,6,+91-789923159
1520,Fresh Cafe,12.971743,77.610378,Chinese,3.0,10,+91-788872698
1521,Namma Kitchen,12.986467,77.60829,South Indian,4.7,8,+91-857788337
1522,Curry Treats,12.972302,77.602198,Beverages,3.6,4,
1523,Royal Cafe,12.972883,77.592001,South Indian,3.2,6,+91-996966644
1524,Namma Box,12.976975,77.608493,Beverages,4.0,20,+91-730191314
1525,Fresh Hub,12.970427,77.602669,Beverages,2.9,4,
1526,Fresh Junction,12.984551,77.58143,South Indian,2.9,12,+91-784250773
1527,Madras Bowl,12.973462,77.589266,South Indian,3.8,20,+91-949305644
1528,Wok Junction,12.97608,77.606913,Fast Food,3.6,12,+91-945654227
1529,Urban Cafe,12.970098,77.588597,North Indian,3.5,10,+91-994599602
1530,Tandoor Kitchen,12.968612,77.595964,Continental,4.8,20,+91-740595207
1531,Tandoor Corner,12.975251,77.606771,Bakery & Desserts,4.9,20,
1532,Urban Corner,12.956306,77.605257,South Indian,4.5,12,+91-790489037
1533,Garden Eats,12.976083,77.583824,Italian,3.0,6,
1534,Wok Corner,12.961571,77.586556,Biryani,3.0,8,+91-847368451
1535,Green House,12.979615,77.594459,Healthy Bowls,3.5,4,+91-765887036
1536,Daily Plate,12.968466,77.580622,Beverages,4.8,4,+91-786938242
1537,Namma Diner,12.979696,77.598776,North Indian,3.8,12,+91-879386752
1538,Curry Eats,12.982729,77.581947,Biryani,4.7,15,+91-782263328
1539,Hot Treats,12.975357,77.607884,Bakery & Desserts,4.0,8,+91-953933035
1540,Royal Bistro,12.966489,77.586959,North Indian,4.1,15,+91-858495022
1541,Wok Plate,12.963485,77.60832,North Indian,2.9,4,+91-782184638
1542,Madras Bites,12.979687,77.596368,Bakery & Desserts,3.7,15,+91-859981121
1543,Spice Kitchen,12.974784,77.590727,North Indian,4.2,8,+91-834015248
1544,Madras Hub,12.957103,77.608056,Fast Food,4.4,12,+91-868492621
1545,Daily Box,12.963988,77.579059,Fast Food,4.6,10,+91-770481364
1546,Royal Bites,12.980641,77.588473,Italian,4.5,4,+91-864282556
1547,Garden Hub,12.983628,77.603665,Chinese,3.5,8,+91-756576703
1548,Hot Box,12.962925,77.580318,Bakery & Desserts,3.2,6,+91-867469612
1549,Cloud Cafe,12.986459,77.593908,Fast Food,4.4,12,
1550,Urban Bowl,12.96459,77.610072,Continental,3.3,20,
1551,Spice House,12.979936,77.609942,Beverages,4.9,10,
1552,Fresh Box,12.983588,77.584132,Biryani,4.4,4,
1553,Garden Express,12.978585,77.603961,Bakery & Desserts,,15,+91-840710031
1554,Royal Bites,12.979133,77.606904,Bakery & Desserts,4.0,10,+91-895303152
1555,Namma Express,12.961002,77.610069,Fast Food,4.2,15,+91-846017965
1556,Madras Corner,12.957109,77.600226,Fast Food,3.4,10,+91-924952346
1557,Wok Plate,12.960078,77.584794,Beverages,3.9,20,+91-721390627
1558,Madras Bistro,12.970024,77.607437,Italian,3.4,15,+91-984502763
1559,Garden House,12.972845,77.600523,Beverages,2.8,12,+91-843143453
1560,Hot Hub,12.982054,77.586758,Italian,,12,+91-777517062
1561,Wok Bites,12.982152,77.587136,Biryani,4.7,4,+91-723936761
1562,Madras Cafe,12.97207,77.601485,Beverages,3.9,4,+91-844144090
1563,Green Corner,12.984937,77.609176,Bakery & Desserts,,12,+91-973768377
1564,Hot Bistro,12.974889,77.585558,Continental,4.1,15,+91-996389158
1565,Bombay Diner,12.974664,77.583307,Continental,4.6,15,+91-780825861
1566,Wok Bistro,12.972064,77.58356,Healthy Bowls,,8,+91-946807983
1567,Green Junction,12.982472,77.600393,Italian,,4,+91-843907858
1568,Curry Eats,12.961201,77.58283,Continental,4.0,6,+91-925130312
1569,Bombay Kitchen,12.987131,77.599705,Bakery & Desserts,3.1,12,+91-987587787
1570,Tandoor House,12.973425,77.585387,North Indian,2.8,150,+91-871915863
1571,Wok Kitchen,12.969487,77.582268,Continental,4.1,20,+91-826334661
1572,Green Bites,12.955959,77.581276,Biryani,3.0,4,+91-897224832
1573,Fresh Diner,12.963407,77.608789,North Indian,3.4,20,+91-952260040
1574,Fresh Bowl,12.965499,77.606323,South Indian,,6,+91-834478552
1575,Green Bowl,12.955712,77.604756,Healthy Bowls,4.6,0,+91-868096255
1576,Madras Corner,12.986718,77.59999,South Indian,,15,+91-722119360
1577,Curry Corner,12.978131,77.607138,North Indian,3.9,4,+91-893028933
1578,Spice Bowl,12.970622,77.595329,Continental,3.7,12,+91-786164272
1579,Madras Treats,12.973667,77.591568,Beverages,3.9,12,+91-725879739
1580,Cloud Hub,12.970719,77.61044,Beverages,3.0,4,+91-820406486
1581,Spice Plate,12.973819,77.607297,Healthy Bowls,2.8,4,+91-871008953
1582,Fresh Diner,12.982777,77.598794,Chinese,3.4,200,+91-971872428
1583,Urban Cafe,12.967159,77.594936,Beverages,4.3,15,+91-920016439
1584,Garden Hub,12.95869,77.600135,Continental,3.0,15,+91-931839746
1585,Royal Diner,12.960109,77.608777,Healthy Bowls,,4,+91-859182925
1586,Garden Diner,12.964125,77.58282,Biryani,3.6,20,+91-910387371
1587,Garden Eats,12.982637,77.583129,Biryani,2.8,0,+91-994841477
1588,Wok Bowl,12.968378,77.608211,Bakery & Desserts,2.9,6,+91-833840467
1589,Fresh Bowl,12.971699,77.608025,Fast Food,,4,+91-734530735
1590,Bombay Bites,12.960749,77.586978,South Indian,3.7,10,+91-810838457
1591,Royal Diner,12.971007,77.580485,North Indian,4.0,4,+91-998172626
1592,Urban Plate,12.958358,77.58455,North Indian,3.3,20,+91-936791143
1593,Daily Junction,12.957003,77.593396,Healthy Bowls,2.8,10,+91-977669895
1594,Hot Bowl,12.973968,77.588592,Fast Food,4.2,20,+91-738633814
1595,Tandoor Treats,12.983287,77.591788,Fast Food,3.8,4,+91-779077891
1596,Curry Bistro,12.985222,77.609877,Fast Food,3.0,20,+91-930633166
1597,Fresh Junction,12.966857,77.596567,Italian,2.9,8,+91-868767285
1598,Garden Bites,12.963793,77.603046,Biryani,3.1,12,+91-815223457
1599,Fresh Diner,12.979451,77.59293,Italian,4.9,8,+91-952670431
1600,Daily Box,12.981206,77.590844,Fast Food,3.1,4,+91-816727120
1601,Royal Bowl,12.968191,77.592968,South Indian,3.6,6,
1602,Wok Bistro,12.956688,77.608581,Biryani,3.8,15,+91-941349369
1603,Urban Cafe,12.958791,77.581267,Continental,3.0,0,+91-869751747
1604,Hot Express,12.977423,77.580327,Chinese,3.7,12,+91-821161254
1605,Wok House,12.977443,77.610543,Chinese,4.7,20,+91-911419443
1606,Daily Plate,12.960653,77.591966,North Indian,,4,+91-897869173
1607,Bombay Hub,12.977564,77.597422,Healthy Bowls,3.7,4,+91-735670862
1608,Namma Kitchen,12.982625,77.593438,Biryani,4.0,8,+91-916461845
1609,Cloud Treats,12.955911,77.591165,Italian,4.4,4,
1610,Spice Box,12.964478,77.582634,Italian,3.9,15,
1611,Urban Bites,12.965197,77.59823,Biryani,4.1,6,+91-960170562
1612,Spice Bowl,12.977553,77.589495,Bakery & Desserts,,4,+91-996453037
1613,Wok Box,12.956215,77.596878,Continental,,12,+91-742431822
1614,Hot Hub,12.987476,77.594631,Chinese,4.8,15,+91-760327438
1615,Madras Cafe,12.98318,77.579256,Beverages,4.6,150,+91-919781591
1616,Royal Corner,12.971383,77.610132,Chinese,3.2,4,+91-735067866
1617,Daily Express,12.976768,77.596926,Italian,3.4,150,+91-766606976
1618,Curry Kitchen,12.982446,77.580085,Continental,3.7,8,+91-961543109
1619,Tandoor Treats,12.968163,77.585638,North Indian,4.2,10,+91-770552007
1620,Tandoor House,12.965945,77.596699,Chinese,4.0,10,+91-966248001
1621,Daily Kitchen,12.977073,77.606834,Chinese,3.5,6,+91-989971987
1622,Urban House,12.959635,77.607635,Biryani,3.3,20,+91-923284153
1623,Cloud Express,12.976305,77.598056,South Indian,4.7,20,+91-959129335
1624,Daily House,12.973697,77.59248,Continental,3.9,8,+91-886366538
1625,Bombay Express,12.979588,77.600689,South Indian,3.9,15,+91-974256765
1626,Fresh Eats,12.972719,77.604465,Italian,,10,+91-833136216
1627,Wok Corner,12.981319,77.587436,North Indian,4.9,6,+91-933841398
1628,Namma Express,12.973238,77.598281,Italian,4.8,4,+91-897890289
1629,Hot Eats,12.962366,77.582814,Continental,2.9,8,+91-726982970
1630,Tandoor Kitchen,12.979143,77.602113,Italian,3.4,15,
1631,Garden Box,12.978542,77.594537,Chinese,3.0,8,+91-977556899
1632,Spice Junction,12.958593,77.589335,Fast Food,2.8,20,+91-871326503
1633,Fresh House,12.970307,77.591332,Healthy Bowls,3.1,4,+91-965795728
1634,Hot House,12.977444,77.604615,Beverages,4.6,4,+91-739282250
1635,Green Bites,12.959419,77.603725,Continental,2.9,10,
1636,Madras Cafe,12.983396,77.608644,North Indian,3.6,12,+91-871807877
1637,Spice Junction,12.986129,77.606664,Italian,4.8,4,+91-950694371
1638,Daily Corner,12.974199,77.603522,Fast Food,3.7,10,+91-940161371
1639,Green Hub,12.973762,77.589601,Healthy Bowls,3.8,6,+91-921872853
1640,Curry Bistro,12.965057,77.583299,Bakery & Desserts,4.7,15,+91-830307891
1641,Namma Hub,12.958845,77.59507,North Indian,3.8,12,+91-829799652
1642,Wok Eats,12.976063,77.601779,South Indian,4.0,10,+91-927982209
1643,Green Cafe,12.978645,77.609397,Chinese,4.2,8,+91-914661983
1644,Urban Plate,12.981485,77.586308,Biryani,3.9,0,+91-859633035
1645,Madras Box,12.983234,77.603508,Healthy Bowls,3.8,20,+91-895325945
1646,Curry Junction,12.966336,77.58498,Biryani,4.9,8,+91-761312479
1647,Curry Box,12.986393,77.580635,Fast Food,3.2,8,+91-754565710
1648,Wok Corner,12.985209,77.608579,Continental,3.5,20,+91-887271371
1649,Bombay Express,12.967801,77.588267,South Indian,3.3,10,+91-788987309
1650,Madras House,12.987194,77.587102,Fast Food,,15,+91-931127637
1651,Green Bistro,12.985711,77.60473,Biryani,3.2,20,+91-840333941
1652,Wok Kitchen,12.958936,77.607639,North Indian,4.2,4,+91-929070828
1653,Hot Diner,12.985421,77.581141,Beverages,4.8,8,+91-747495084
1654,Wok Box,12.979252,77.584239,Continental,3.3,20,+91-976735750
1655,Garden Hub,12.961808,77.609476,North Indian,3.7,8,+91-872115842
1656,Madras Hub,12.970095,77.597074,Biryani,3.2,4,+91-994463186
1657,Garden Cafe,12.978009,77.604689,Continental,,8,+91-913398022
1658,Cloud Express,12.985065,77.594083,Chinese,,6,+91-967099258
1659,Fresh Plate,12.956447,77.588236,South Indian,3.3,10,
1660,Curry House,12.987391,77.60767,Italian,3.5,15,+91-713595556
1661,Hot Hub,12.97483,77.584568,Beverages,3.5,15,+91-738616380
1662,Tandoor Hub,12.984705,77.583347,Beverages,4.1,12,+91-839804324
1663,Curry Junction,12.980619,77.585816,Bakery & Desserts,3.5,4,
1664,Tandoor Junction,12.986836,77.580058,Healthy Bowls,4.8,20,+91-815177367
1665,Tandoor Junction,12.958757,77.594325,South Indian,4.6,20,+91-785191544
1666,Urban Eats,12.975828,77.584452,Beverages,4.6,10,+91-864027629
1667,Daily Corner,12.970911,77.588978,Chinese,4.9,6,
1668,Spice Hub,12.960764,77.601386,South Indian,3.4,6,+91-730707513
1669,Cloud Hub,12.978555,77.59988,Chinese,4.8,10,+91-838328468
1670,Madras Bites,12.967491,77.580178,Beverages,3.3,20,+91-776005098
1671,Spice Cafe,12.964425,77.605086,Biryani,4.0,8,+91-998582538
1672,Tandoor Junction,12.957896,77.603393,North Indian,3.4,10,+91-861823655
1673,Daily Cafe,12.957624,77.601976,North Indian,3.3,4,+91-821606874
1674,Urban House,12.9693,77.601652,Healthy Bowls,4.2,150,+91-889513946
1675,Bombay Diner,12.987113,77.59751,Beverages,3.2,10,
